,Drug,SMILES
107,6-Thioguanine,C1=NC2=C(N1)C(=S)N=C(N2)N
108,thiotepa,C1CN1P(=S)(N2CC2)N3CC3
109,TOPOTECAN HYDROCHLORIDE,CCC1(C2=C(COC1=O)C(=O)N3CC4=C(C3=C2)N=C5C=CC(=C(C5=C4)CN(C)C)O)O.Cl
110,Retinoic acid,CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC(=O)O)C)C
111,Triethylenemelamine,C1CN1C2=NC(=NC(=N2)N3CC3)N4CC4
112,Uramustine,C1=C(C(=O)NC(=O)N1)N(CCCl)CCCl
113,Valrubicin,CCCCC(=O)OCC(=O)C1(CC(C2=C(C3=C(C(=C2C1)O)C(=O)C4=C(C3=O)C(=CC=C4)OC)O)OC5CC(C(C(O5)C)O)NC(=O)C(F)(F)F)O
114,Vandetanib,CN1CCC(CC1)COC2=C(C=C3C(=C2)N=CN=C3NC4=C(C=C(C=C4)Br)F)OC
115,Vemurafenib,CCCS(=O)(=O)NC1=C(C(=C(C=C1)F)C(=O)C2=CNC3=NC=C(C=C23)C4=CC=C(C=C4)Cl)F
116,Vinblastine sulfate,CCC1(CC2CC(C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)C78CCN9C7C(C=CC9)(C(C(C8N6C)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O.OS(=O)(=O)O
117,Vincristine sulfate,CCC1(CC2CC(C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)C78CCN9C7C(C=CC9)(C(C(C8N6C=O)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O.OS(=O)(=O)O
118,Vinorelbine tartrate,CCC1=CC2CC(C3=C(CN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)C78CCN9C7C(C=CC9)(C(C(C8N6C)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC.C(C(C(=O)O)O)(C(=O)O)O.C(C(C(=O)O)O)(C(=O)O)O
119,Vismodegib,CS(=O)(=O)C1=CC(=C(C=C1)C(=O)NC2=CC(=C(C=C2)Cl)C3=CC=CC=N3)Cl
120,Zoledronic acid,C1=CN(C=N1)CC(O)(P(=O)(O)O)P(=O)(O)O
121,L-778123 free base,C1CN(C(=O)CN1CC2=CN=CN2CC3=CC=C(C=C3)C#N)C4=CC(=CC=C4)Cl
122,Eloxatin (TN),C1CCC(C(C1)N)N.C(=O)(C(=O)[O-])[O-].[Pt+2]
123,Epirubicin,CC1C(C(CC(O1)OC2CC(CC3=C(C4=C(C(=C23)O)C(=O)C5=C(C4=O)C=CC=C5OC)O)(C(=O)CO)O)N)O
124,Trisenox,[O-2].[O-2].[O-2].[As+3].[As+3]
125,dichloroplatinum diammoniate,N[Pt](N)(Cl)Cl
126,IDARUBICIN,CC1C(C(CC(O1)OC2CC(CC3=C(C4=C(C(=C23)O)C(=O)C5=CC=CC=C5C4=O)O)(C(=O)C)O)N)O
127,DESOXYCORTICOSTERONE PIVALATE,CC12CCC3C(C1CCC2C(=O)COC(=O)C(C)(C)C)CCC4=CC(=O)CCC34C
128,Aliskiren,CC(C)C(CC1=CC(=C(C=C1)OC)OCCCOC)CC(C(CC(C(C)C)C(=O)NCC(C)(C)C(=O)N)O)N
129,chloroquine,CCN(CC)CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl
130,DEXMEDETOMIDINE,CC1=C(C(=CC=C1)C(C)C2=CN=CN2)C
131,zaleplon,CCN(C1=CC=CC(=C1)C2=CC=NC3=C(C=NN23)C#N)C(=O)C
132,maprotiline,CNCCCC12CCC(C3=CC=CC=C31)C4=CC=CC=C24
133,ISOSORBIDE DINITRATE,C1C(C2C(O1)C(CO2)O[N+](=O)[O-])O[N+](=O)[O-]
134,argatroban,CC1CCN(C(C1)C(=O)O)C(=O)C(CCCN=C(N)N)NS(=O)(=O)C2=CC=CC3=C2NCC(C3)C
135,PYRIDOSTIGMINE BROMIDE,C[N+]1=CC=CC(=C1)OC(=O)N(C)C.[Br-]
136,AZATADINE,CN1CCC(=C2C3=CC=CC=C3CCC4=C2N=CC=C4)CC1
137,pramipexole,CCCNC1CCC2=C(C1)SC(=N2)N
138,carbachol,C[N+](C)(C)CCOC(=O)N.[Cl-]
139,Asenapine,CN1CC2C(C1)C3=C(C=CC(=C3)Cl)OC4=CC=CC=C24
140,Norcisapride,COC1CNCCC1NC(=O)C2=CC(=C(C=C2OC)N)Cl
141,amodiaquine,CCN(CC)CC1=C(C=CC(=C1)NC2=C3C=CC(=CC3=NC=C2)Cl)O
142,rosiglitazone,CN(CCOC1=CC=C(C=C1)CC2C(=O)NC(=O)S2)C3=CC=CC=N3
143,AMILORIDE,C1(=C(N=C(C(=N1)Cl)N)N)C(=O)N=C(N)N
144,hydroxychloroquine,CCN(CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl)CCO
145,clopidogrel,COC(=O)C(C1=CC=CC=C1Cl)N2CCC3=C(C2)C=CS3
146,tranylcypromine,C1C(C1N)C2=CC=CC=C2
147,oseltamivir,CCC(CC)OC1C=C(CC(C1NC(=O)C)N)C(=O)OCC
148,OXYPHENONIUM BROMIDE,CC[N+](C)(CC)CCOC(=O)C(C1CCCCC1)(C2=CC=CC=C2)O.[Br-]
149,dopamine,C1=CC(=C(C=C1CCN)O)O
150,trifluoperazine,CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F
151,Maraviroc,CC1=NN=C(N1C2CC3CCC(C2)N3CCC(C4=CC=CC=C4)NC(=O)C5CCC(CC5)(F)F)C(C)C
152,Ulipristal acetate,CC(=O)C1(CCC2C1(CC(C3=C4CCC(=O)C=C4CCC23)C5=CC=C(C=C5)N(C)C)C)OC(=O)C
153,Olmesartan,CCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NNN=N4)C(=O)O)C(C)(C)O
154,DIPHENIDOL,C1CCN(CC1)CCCC(C2=CC=CC=C2)(C3=CC=CC=C3)O
155,pargyline,CN(CC#C)CC1=CC=CC=C1
156,memantine,CC12CC3CC(C1)(CC(C3)(C2)N)C
157,fluvoxamine,COCCCCC(=NOCCN)C1=CC=C(C=C1)C(F)(F)F
158,3-Amino-2-oxazolidinone,C1COC(=O)N1N
159,Ibutilide,CCCCCCCN(CC)CCCC(C1=CC=C(C=C1)NS(=O)(=O)C)O
160,proguanil,CC(C)N=C(N)N=C(N)NC1=CC=C(C=C1)Cl
161,sertraline,CNC1CCC(C2=CC=CC=C12)C3=CC(=C(C=C3)Cl)Cl
162,naltrexone,C1CC1CN2CCC34C5C(=O)CCC3(C2CC6=C4C(=C(C=C6)O)O5)O
163,VECURONIUM BROMIDE,CC(=O)OC1CC2CCC3C(C2(CC1N4CCCCC4)C)CCC5(C3CC(C5OC(=O)C)[N+]6(CCCCC6)C)C.[Br-]
164,minoxidil,C1CCN(CC1)C2=NC(=N)N(C(=C2)N)O
165,trihexyphenidyl,C1CCC(CC1)C(CCN2CCCCC2)(C3=CC=CC=C3)O
166,Levonorgestrel,CCC12CCC3C(C1CCC2(C#C)O)CCC4=CC(=O)CCC34
167,imipramine,CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31
168,flumazenil,CCOC(=O)C1=C2CN(C(=O)C3=C(N2C=N1)C=CC(=C3)F)C
169,pentamidine,C1=CC(=CC=C1C(=N)N)OCCCCCOC2=CC=C(C=C2)C(=N)N
170,CANRENONE,CC12CCC(=O)C=C1C=CC3C2CCC4(C3CCC45CCC(=O)O5)C
171,Dronedarone,CCCCC1=C(C2=C(O1)C=CC(=C2)NS(=O)(=O)C)C(=O)C3=CC=C(C=C3)OCCCN(CCCC)CCCC
172,methyclothiazide,CN1C(NC2=CC(=C(C=C2S1(=O)=O)S(=O)(=O)N)Cl)CCl
173,testosterone,CC12CCC3C(C1CCC2O)CCC4=CC(=O)CCC34C
174,riluzole,C1=CC2=C(C=C1OC(F)(F)F)SC(=N2)N
175,triamterene,C1=CC=C(C=C1)C2=NC3=C(N=C2N)N=C(N=C3N)N
176,Cevimeline,CC1OC2(CN3CCC2CC3)CS1
177,bumetanide,CCCCNC1=C(C(=CC(=C1)C(=O)O)S(=O)(=O)N)OC2=CC=CC=C2
178,cytarabine,C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)O
179,loperamide,CN(C)C(=O)C(CCN1CCC(CC1)(C2=CC=C(C=C2)Cl)O)(C3=CC=CC=C3)C4=CC=CC=C4
180,nisoldipine,CC1=C(C(C(=C(N1)C)C(=O)OCC(C)C)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC
181,sumatriptan,CNS(=O)(=O)CC1=CC2=C(C=C1)NC=C2CCN(C)C
182,Sitagliptin,C1CN2C(=NN=C2C(F)(F)F)CN1C(=O)CC(CC3=CC(=C(C=C3F)F)F)N
183,disulfiram,CCN(CC)C(=S)SSC(=S)N(CC)CC
184,tamoxifen,CCC(=C(C1=CC=CC=C1)C2=CC=C(C=C2)OCCN(C)C)C3=CC=CC=C3
185,Saxagliptin,C1C2CC2N(C1C#N)C(=O)C(C34CC5CC(C3)CC(C5)(C4)O)N
186,Ezetimibe,C1=CC(=CC=C1C2C(C(=O)N2C3=CC=C(C=C3)F)CCC(C4=CC=C(C=C4)F)O)O
187,cisapride,COC1CN(CCC1NC(=O)C2=CC(=C(C=C2OC)N)Cl)CCCOC3=CC=C(C=C3)F
188,risperidone,CC1=C(C(=O)N2CCCCC2=N1)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F
189,dihydroergotamine,CC1(C(=O)N2C(C(=O)N3CCCC3C2(O1)O)CC4=CC=CC=C4)NC(=O)C5CC6C(CC7=CNC8=CC=CC6=C78)N(C5)C
190,Dutasteride,CC12CCC3C(C1CCC2C(=O)NC4=C(C=CC(=C4)C(F)(F)F)C(F)(F)F)CCC5C3(C=CC(=O)N5)C
191,spironolactone,CC(=O)SC1CC2=CC(=O)CCC2(C3C1C4CCC5(C4(CC3)C)CCC(=O)O5)C
192,sildenafil,CCCC1=NN(C2=C1NC(=NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)C)OCC)C
193,trioxsalen,CC1=CC(=O)OC2=C1C=C3C=C(OC3=C2C)C
194,acarbose,CC1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)O)CO)CO)O)O)NC4C=C(C(C(C4O)O)O)CO
195,ENTACAPONE,CCN(CC)C(=O)C(=CC1=CC(=C(C(=C1)O)O)[N+](=O)[O-])C#N
196,digitoxin,CC1C(C(CC(O1)OC2C(OC(CC2O)OC3C(OC(CC3O)OC4CCC5(C(C4)CCC6C5CCC7(C6(CCC7C8=CC(=O)OC8)O)C)C)C)C)O)O
197,zalcitabine,C1CC(OC1CO)N2C=CC(=NC2=O)N
198,milrinone,CC1=C(C=C(C(=O)N1)C#N)C2=CC=NC=C2
199,Acitretin,CC1=CC(=C(C(=C1C=CC(=CC=CC(=CC(=O)O)C)C)C)C)OC
200,azithromycin,CCC1C(C(C(N(CC(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)C)O)(C)O
201,isoproterenol,CC(C)NCC(C1=CC(=C(C=C1)O)O)O
202,niclosamide,C1=CC(=C(C=C1[N+](=O)[O-])Cl)NC(=O)C2=C(C=CC(=C2)Cl)O
203,Aripiprazole,C1CC(=O)NC2=C1C=CC(=C2)OCCCCN3CCN(CC3)C4=C(C(=CC=C4)Cl)Cl
204,CHEBI:45367,CC1C=CC=C(C(=O)NC2=C3C(=NC4(N3)CCN(CC4)CC(C)C)C5=C6C(=C(C(=C5C2=O)O)C)OC(C6=O)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C
205,mebendazole,COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C3=CC=CC=C3
206,ethinyl estradiol,CC12CCC3C(C1CCC2(C#C)O)CCC4=C3C=CC(=C4)O
207,Eptifibatide,C1CC2C(=O)NC(CSSCCC(=O)NC(C(=O)NCC(=O)NC(C(=O)NC(C(=O)N2C1)CC3=CNC4=CC=CC=C43)CC(=O)O)CCCCN=C(N)N)C(=O)N
208,Tacrine,C1CCC2=NC3=CC=CC=C3C(=C2C1)N
209,zafirlukast,CC1=CC=CC=C1S(=O)(=O)NC(=O)C2=CC(=C(C=C2)CC3=CN(C4=C3C=C(C=C4)NC(=O)OC5CCCC5)C)OC
210,Olmesartan medoxomil,CCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NNN=N4)C(=O)OCC5=C(OC(=O)O5)C)C(C)(C)O
211,diethylcarbamazine,CCN(CC)C(=O)N1CCN(CC1)C
212,Enalaprilat,CC(C(=O)N1CCCC1C(=O)O)NC(CCC2=CC=CC=C2)C(=O)O
213,TETRABENAZINE,CC(C)CC1CN2CCC3=CC(=C(C=C3C2CC1=O)OC)OC
214,levamisole,C1CSC2=NC(CN21)C3=CC=CC=C3
215,mecamylamine,CC1(C2CCC(C2)C1(C)NC)C
216,procarbazine,CC(C)NC(=O)C1=CC=C(C=C1)CNNC
217,Tolvaptan,CC1=CC=CC=C1C(=O)NC2=CC(=C(C=C2)C(=O)N3CCCC(C4=C3C=CC(=C4)Cl)O)C
218,Endoxifen,CCC(=C(C1=CC=C(C=C1)O)C2=CC=C(C=C2)OCCNC)C3=CC=CC=C3
219,Dihydroartemisinin,CC1CCC2C(C(OC3C24C1CCC(O3)(OO4)C)O)C
220,cerivastatin,CC(C)C1=C(C(=C(C(=N1)C(C)C)C=CC(CC(CC(=O)O)O)O)C2=CC=C(C=C2)F)COC
221,hydralazine,C1=CC=C2C(=C1)C=NN=C2NN
222,prednisolone,CC12CC(C3C(C1CCC2(C(=O)CO)O)CCC4=CC(=O)C=CC34C)O
223,Ramelteon,CCC(=O)NCCC1CCC2=C1C3=C(C=C2)OCC3
224,tiagabine,CC1=C(SC=C1)C(=CCCN2CCCC(C2)C(=O)O)C3=C(C=CS3)C
225,amoxapine,C1CN(CCN1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl
226,terazosin,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4CCCO4)N)OC
227,Artemether,CC1CCC2C(C(OC3C24C1CCC(O3)(OO4)C)OC)C
228,itraconazole,CCC(C)N1C(=O)N(C=N1)C2=CC=C(C=C2)N3CCN(CC3)C4=CC=C(C=C4)OCC5COC(O5)(CN6C=NC=N6)C7=C(C=C(C=C7)Cl)Cl
229,Imatinib,CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC=CC(=N4)C5=CN=CC=C5
230,galanthamine,CN1CCC23C=CC(CC2OC4=C(C=CC(=C34)C1)OC)O
231,irinotecan,CCC1=C2C=C(C=CC2=NC3=C1CN4C3=CC5=C(C4=O)COC(=O)C5(CC)O)OC(=O)N6CCC(CC6)N7CCCCC7
232,nizatidine,CNC(=C[N+](=O)[O-])NCCSCC1=CSC(=N1)CN(C)C
233,tacrolimus,CC1CC(C2C(CC(C(O2)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C(CC(=O)C(C=C(C1)C)CC=C)O)C)C(=CC4CCC(C(C4)OC)O)C)O)C)OC)OC
234,Tizoxanide,C1=CC=C(C(=C1)C(=O)NC2=NC=C(S2)[N+](=O)[O-])O
235,dipyridamole,C1CCN(CC1)C2=NC(=NC3=C2N=C(N=C3N4CCCCC4)N(CCO)CCO)N(CCO)CCO
236,Lubiprostone,CCCCC(C1(CCC2C(O1)CC(=O)C2CCCCCCC(=O)O)O)(F)F
237,atenolol,CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O
238,tolazoline,C1CN=C(N1)CC2=CC=CC=C2
239,methylergonovine,CCC(CO)NC(=O)C1CN(C2CC3=CNC4=CC=CC(=C34)C2=C1)C
240,Minoxidil sulphate,C1CCN(CC1)C2=CC(=[N+](C(=N2)N)OS(=O)(=O)[O-])N
241,Cycloguanil,CC1(N=C(N=C(N1C2=CC=C(C=C2)Cl)N)N)C
242,mefloquine,C1CCNC(C1)C(C2=CC(=NC3=C2C=CC=C3C(F)(F)F)C(F)(F)F)O
243,Lumefantrine,CCCCN(CCCC)CC(C1=C2C3=C(C=C(C=C3)Cl)C(=CC4=CC=C(C=C4)Cl)C2=CC(=C1)Cl)O
244,trimethobenzamide,CN(C)CCOC1=CC=C(C=C1)CNC(=O)C2=CC(=C(C(=C2)OC)OC)OC
245,dantrolene,C1C(=O)NC(=O)N1N=CC2=CC=C(O2)C3=CC=C(C=C3)[N+](=O)[O-]
246,epinephrine,CNCC(C1=CC(=C(C=C1)O)O)O
247,trazodone,C1CN(CCN1CCCN2C(=O)N3C=CC=CC3=N2)C4=CC(=CC=C4)Cl
248,furazolidone,C1COC(=O)N1N=CC2=CC=C(O2)[N+](=O)[O-]
249,Hydroxyflutamide,CC(C)(C(=O)NC1=CC(=C(C=C1)[N+](=O)[O-])C(F)(F)F)O
250,Cisatracurium besylate,C[N+]1(CCC2=CC(=C(C=C2C1CC3=CC(=C(C=C3)OC)OC)OC)OC)CCC(=O)OCCCCCOC(=O)CC[N+]4(CCC5=CC(=C(C=C5C4CC6=CC(=C(C=C6)OC)OC)OC)OC)C.C1=CC=C(C=C1)S(=O)(=O)[O-].C1=CC=C(C=C1)S(=O)(=O)[O-]
251,Bretylium tosylate,CC[N+](C)(C)CC1=CC=CC=C1Br.CC1=CC=C(C=C1)S(=O)(=O)[O-]
252,lansoprazole,CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3N2)OCC(F)(F)F
253,flutamide,CC(C)C(=O)NC1=CC(=C(C=C1)[N+](=O)[O-])C(F)(F)F
254,albendazole,CCCSC1=CC2=C(C=C1)N=C(N2)NC(=O)OC
255,trimethoprim,COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N
256,Lacosamide,CC(=O)NC(COC)C(=O)NCC1=CC=CC=C1
257,abacavir,C1CC1NC2=NC(=NC3=C2N=CN3C4CC(C=C4)CO)N
258,ILOPROST,CC#CCC(C)C(C=CC1C(CC2C1CC(=CCCCC(=O)O)C2)O)O
259,RANOLAZINE,CC1=C(C(=CC=C1)C)NC(=O)CN2CCN(CC2)CC(COC3=CC=CC=C3OC)O
260,Lithium citrate,[Li+].[Li+].[Li+].C(C(=O)[O-])C(CC(=O)[O-])(C(=O)[O-])O
261,praziquantel,C1CCC(CC1)C(=O)N2CC3C4=CC=CC=C4CCN3C(=O)C2
262,METAXALONE,CC1=CC(=CC(=C1)OCC2CNC(=O)O2)C
263,Ezetimibe glucuronide,C1=CC(=CC=C1C2C(C(=O)N2C3=CC=C(C=C3)F)CCC(C4=CC=C(C=C4)F)O)OC5C(C(C(C(O5)C(=O)O)O)O)O
264,lamotrigine,C1=CC(=C(C(=C1)Cl)Cl)C2=C(N=C(N=N2)N)N
265,enoxacin,CCN1C=C(C(=O)C2=CC(=C(N=C21)N3CCNCC3)F)C(=O)O
266,doxapram,CCN1CC(C(C1=O)(C2=CC=CC=C2)C3=CC=CC=C3)CCN4CCOCC4
267,stanozolol,CC12CCC3C(C1CCC2(C)O)CCC4C3(CC5=C(C4)NN=C5)C
268,MIGLITOL,C1C(C(C(C(N1CCO)CO)O)O)O
269,tetracycline,CC1(C2CC3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O
270,sulfameter,COC1=CN=C(N=C1)NS(=O)(=O)C2=CC=C(C=C2)N
271,Carglumic acid,C(CC(=O)O)C(C(=O)O)NC(=O)N
272,nateglinide,CC(C)C1CCC(CC1)C(=O)NC(CC2=CC=CC=C2)C(=O)O
273,mycophenolic acid,CC1=C(C(=C(C2=C1COC2=O)O)CC=C(C)CCC(=O)O)OC
274,meclofenamic acid,CC1=C(C(=C(C=C1)Cl)NC2=CC=CC=C2C(=O)O)Cl
275,PHENPROCOUMON,CCC(C1=CC=CC=C1)C2=C(C3=CC=CC=C3OC2=O)O
276,5-Aminosalicylic acid,C1=CC(=C(C=C1N)C(=O)O)O
277,metronidazole,CC1=NC=C(N1CCO)[N+](=O)[O-]
278,isoniazid,C1=CN=CC=C1C(=O)NN
279,amprenavir,CC(C)CN(CC(C(CC1=CC=CC=C1)NC(=O)OC2CCOC2)O)S(=O)(=O)C3=CC=C(C=C3)N
280,thiabendazole,C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3
281,NITAZOXANIDE,CC(=O)OC1=CC=CC=C1C(=O)NC2=NC=C(S2)[N+](=O)[O-]
282,propylthiouracil,CCCC1=CC(=O)NC(=S)N1
283,Ribavirin 5'-triphosphate,C1=NC(=NN1C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)C(=O)N
284,D-cycloserine,C1C(C(=O)NO1)N
285,ribavirin,C1=NC(=NN1C2C(C(C(O2)CO)O)O)C(=O)N
286,diazoxide,CC1=NS(=O)(=O)C2=C(N1)C=CC(=C2)Cl
287,MEPHENYTOIN,CCC1(C(=O)N(C(=O)N1)C)C2=CC=CC=C2
288,chlorphenesin,C1=CC(=CC=C1OCC(CO)O)Cl
289,topiramate,CC1(OC2COC3(C(C2O1)OC(O3)(C)C)COS(=O)(=O)N)C
290,ethambutol,CCC(CO)NCCNC(CC)CO
291,methyldopa,CC(CC1=CC(=C(C=C1)O)O)(C(=O)O)N
292,ZILEUTON,CC(C1=CC2=CC=CC=C2S1)N(C(=O)N)O
293,carisoprodol,CCCC(C)(COC(=O)N)COC(=O)NC(C)C
294,gabapentin,C1CCC(CC1)(CC(=O)O)CN
295,Nitisinone,C1CC(=O)C(C(=O)C1)C(=O)C2=C(C=C(C=C2)C(F)(F)F)[N+](=O)[O-]
296,acetazolamide,CC(=O)NC1=NN=C(S1)S(=O)(=O)N
297,oxyphenbutazone,CCCCC1C(=O)N(N(C1=O)C2=CC=C(C=C2)O)C3=CC=CC=C3
298,4-Aminosalicylic acid,C1=CC(=C(C=C1N)O)C(=O)O
299,Trilostane,CC12CCC3C(C1CCC2O)CCC45C3(CC(=C(C4O5)O)C#N)C
300,paromomycin,C1C(C(C(C(C1N)OC2C(C(C(C(O2)CO)O)O)N)OC3C(C(C(O3)CO)OC4C(C(C(C(O4)CN)O)O)N)O)O)N
301,citalopram,CN(C)CCCC1(C2=C(CO1)C=C(C=C2)C#N)C3=CC=C(C=C3)F
302,Halofantrine,CCCCN(CCCC)CCC(C1=C2C=CC(=CC2=C3C=C(C=C(C3=C1)Cl)Cl)C(F)(F)F)O
303,Etomidate,CCOC(=O)C1=CN=CN1C(C)C2=CC=CC=C2
304,Armodafinil,C1=CC=C(C=C1)C(C2=CC=CC=C2)S(=O)CC(=O)N
305,METYROSINE,CC(CC1=CC=C(C=C1)O)(C(=O)O)N
306,Teriflunomide,CC(=C(C#N)C(=O)NC1=CC=C(C=C1)C(F)(F)F)O
307,DEXCHLORPHENIRAMINE,CN(C)CCC(C1=CC=C(C=C1)Cl)C2=CC=CC=N2
308,Bosentan,CC(C)(C)C1=CC=C(C=C1)S(=O)(=O)NC2=C(C(=NC(=N2)C3=NC=CC=N3)OCCO)OC4=CC=CC=C4OC
309,EFLORNITHINE,C(CC(C(F)F)(C(=O)O)N)CN
310,Cilastatin,CC1(CC1C(=O)NC(=CCCCCSCC(C(=O)O)N)C(=O)O)C
311,4812-40-2,C1=C(N(C(=N1)CO)CCO)[N+](=O)[O-]
312,Raltegravir,CC1=NN=C(O1)C(=O)NC(C)(C)C2=NC(=C(C(=O)N2C)O)C(=O)NCC3=CC=C(C=C3)F
313,clofibric acid,CC(C)(C(=O)O)OC1=CC=C(C=C1)Cl
314,chlorzoxazone,C1=CC2=C(C=C1Cl)NC(=O)O2
315,SULBACTAM,CC1(C(N2C(S1(=O)=O)CC2=O)C(=O)O)C
316,Febuxostat,CC1=C(SC(=N1)C2=CC(=C(C=C2)OCC(C)C)C#N)C(=O)O
317,cefmenoxime,CN1C(=NN=N1)SCC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)O
318,Rufinamide,C1=CC(=C(C(=C1)F)CN2C=C(N=N2)C(=O)N)F
319,ATOVAQUONE,C1CC(CCC1C2=CC=C(C=C2)Cl)C3=C(C4=CC=CC=C4C(=O)C3=O)O
320,Oseltamivir acid,CCC(CC)OC1C=C(CC(C1NC(=O)C)N)C(=O)O
321,efavirenz,C1CC1C#CC2(C3=C(C=CC(=C3)Cl)NC(=O)O2)C(F)(F)F
322,Cinacalcet,CC(C1=CC=CC2=CC=CC=C21)NCCCC3=CC(=CC=C3)C(F)(F)F
323,Miglustat,CCCCN1CC(C(C(C1CO)O)O)O
324,probucol,CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)SC(C)(C)SC2=CC(=C(C(=C2)C(C)(C)C)O)C(C)(C)C
325,primidone,CCC1(C(=O)NCNC1=O)C2=CC=CC=C2
326,acetohydroxamic acid,CC(=O)NO
327,Mebutamate,CCC(C)C(C)(COC(=O)N)COC(=O)N
328,sulfinpyrazone,C1=CC=C(C=C1)N2C(=O)C(C(=O)N2C3=CC=CC=C3)CCS(=O)C4=CC=CC=C4
329,fenoprofen,CC(C1=CC(=CC=C1)OC2=CC=CC=C2)C(=O)O
330,novobiocin,CC1=C(C=CC2=C1OC(=O)C(=C2O)NC(=O)C3=CC(=C(C=C3)O)CC=C(C)C)OC4C(C(C(C(O4)(C)C)OC)OC(=O)N)O
331,Quinine,COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O
332,ganciclovir,C1=NC2=C(N1COC(CO)CO)NC(=NC2=O)N
333,Pazopanib,CC1=C(C=C(C=C1)NC2=NC=CC(=N2)N(C)C3=CC4=NN(C(=C4C=C3)C)C)S(=O)(=O)N
334,zonisamide,C1=CC=C2C(=C1)C(=NO2)CS(=O)(=O)N
335,tinidazole,CCS(=O)(=O)CCN1C(=NC=C1[N+](=O)[O-])C
336,felbamate,C1=CC=C(C=C1)C(COC(=O)N)COC(=O)N
337,acetohexamide,CC(=O)C1=CC=C(C=C1)S(=O)(=O)NC(=O)NC2CCCCC2
338,dichlorphenamide,C1=C(C=C(C(=C1S(=O)(=O)N)Cl)Cl)S(=O)(=O)N
339,4-Methylpyrazole,CC1=CNN=C1
340,leflunomide,CC1=C(C=NO1)C(=O)NC2=CC=C(C=C2)C(F)(F)F
341,probenecid,CCCN(CCC)S(=O)(=O)C1=CC=C(C=C1)C(=O)O
342,pyrazinamide,C1=CN=C(C=N1)C(=O)N
343,baclofen,C1=CC(=CC=C1C(CC(=O)O)CN)Cl
344,clofibrate,CCOC(=O)C(C)(C)OC1=CC=C(C=C1)Cl
345,Pyrazine-2-carboxylic acid,C1=CN=C(C=N1)C(=O)O
346,VALPROIC ACID,CCCC(CCC)C(=O)O
347,theophylline,CN1C2=C(C(=O)N(C1=O)C)NC=N2
348,FOSFOMYCIN,CC1C(O1)P(=O)(O)O
349,tranexamic acid,C1CC(CCC1CN)C(=O)O
350,Piperazine hexahydrate,C1CNCCN1.O.O.O.O.O.O
351,AURANOFIN,CCP(CC)CC.CC(=O)OCC1C(C(C(C(O1)[S-])OC(=O)C)OC(=O)C)OC(=O)C.[Au+]
352,triflupromazine,CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)C(F)(F)F
353,6-Hydroxy Buspirone,C1CCC2(C1)CC(=O)N(C(=O)C2O)CCCCN3CCN(CC3)C4=NC=CC=N4
354,pinacidil,CC(C(C)(C)C)N=C(NC#N)NC1=CC=NC=C1
