,Unnamed: 0,Drug,SMILES,feature
138,59,23541-50-6,CC1C(C(CC(O1)OC2CC(CC3=C(C4=C(C(=C23)O)C(=O)C5=C(C4=O)C=CC=C5OC)O)(C(=O)C)O)N)O.Cl,[0. 0. 0. ... 0. 0. 0.]
139,60,Decitabine,C1C(C(OC1N2C=NC(=NC2=O)N)CO)O,[0. 0. 0. ... 0. 0. 0.]
140,61,Dexrazoxane,CC(CN1CC(=O)NC(=O)C1)N2CC(=O)NC(=O)C2,[0. 1. 0. ... 0. 0. 0.]
141,62,docetaxel,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)O)C)O,[0. 1. 0. ... 0. 0. 0.]
142,63,Doxorubicin Hydrochloride,CC1C(C(CC(O1)OC2CC(CC3=C(C4=C(C(=C23)O)C(=O)C5=C(C4=O)C=CC=C5OC)O)(C(=O)CO)O)N)O.Cl,[0. 0. 0. ... 0. 0. 0.]
143,64,Eribulin mesylate,CC1CC2CCC3C(=C)CC(O3)CCC45CC6C(O4)C7C(O6)C(O5)C8C(O7)CCC(O8)CC(=O)CC9C(CC(C1=C)O2)OC(C9OC)CC(CN)O.CS(=O)(=O)O,[0. 1. 0. ... 0. 0. 0.]
144,65,Erlotinib hydrochloride,COCCOC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC=CC(=C3)C#C)OCCOC.Cl,[0. 0. 0. ... 0. 0. 0.]
145,66,Estramustine phosphate sodium,CC12CCC3C(C1CCC2OP(=O)([O-])[O-])CCC4=C3C=CC(=C4)OC(=O)N(CCCl)CCCl.[Na+].[Na+],[0. 0. 0. ... 0. 0. 0.]
146,67,"001, RAD",CC1CCC2CC(C(=CC=CC=CC(CC(C(=O)C(C(C(=CC(C(=O)CC(OC(=O)C3CCCCN3C(=O)C(=O)C1(O2)O)C(C)CC4CCC(C(C4)OC)OCCO)C)C)O)OC)C)C)C)OC,[0. 1. 0. ... 0. 0. 0.]
147,68,EXEMESTANE,CC12CCC3C(C1CCC2=O)CC(=C)C4=CC(=O)C=CC34C,[0. 0. 0. ... 0. 0. 0.]
148,69,floxuridine,C1C(C(OC1N2C=C(C(=O)NC2=O)F)CO)O,[0. 0. 0. ... 0. 0. 0.]
149,70,Fulvestrant,CC12CCC3C(C1CCC2O)C(CC4=C3C=CC(=C4)O)CCCCCCCCCS(=O)CCCC(C(F)(F)F)(F)F,[0. 0. 0. ... 0. 0. 0.]
150,71,Gefitinib,COC1=C(C=C2C(=C1)N=CN=C2NC3=CC(=C(C=C3)F)Cl)OCCCN4CCOCC4,[0. 0. 0. ... 0. 0. 0.]
151,72,GEMCITABINE HYDROCHLORIDE,C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)(F)F.Cl,[0. 0. 0. ... 0. 0. 0.]
152,73,hydroxyurea,C(=O)(N)NO,[0. 0. 0. ... 0. 0. 0.]
153,74,ifosfamide,C1CN(P(=O)(OC1)NCCCl)CCCl,[0. 0. 0. ... 0. 0. 0.]
154,75,Imatinib mesylate,CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC=CC(=N4)C5=CN=CC=C5.CS(=O)(=O)O,[0. 0. 0. ... 0. 0. 0.]
155,76,IMIQUIMOD,CC(C)CN1C=NC2=C1C3=CC=CC=C3N=C2N,[0. 1. 0. ... 0. 0. 0.]
156,77,Ixabepilone,CC1CCCC2(C(O2)CC(NC(=O)CC(C(C(=O)C(C1O)C)(C)C)O)C(=CC3=CSC(=N3)C)C)C,[0. 0. 0. ... 0. 0. 0.]
157,78,Lenalidomide,C1CC(=O)NC(=O)C1N2CC3=C(C2=O)C=CC=C3N,[0. 0. 0. ... 0. 0. 0.]
158,79,letrozole,C1=CC(=CC=C1C#N)C(C2=CC=C(C=C2)C#N)N3C=NC=N3,[0. 1. 0. ... 0. 0. 0.]
159,80,lomustine,C1CCC(CC1)NC(=O)N(CCCl)N=O,[0. 0. 1. ... 0. 0. 0.]
160,81,55-86-7,CN(CCCl)CCCl.Cl,[0. 0. 0. ... 0. 0. 0.]
161,82,MEGESTROL ACETATE,CC1=CC2C(CCC3(C2CCC3(C(=O)C)OC(=O)C)C)C4(C1=CC(=O)CC4)C,[0. 0. 0. ... 0. 0. 0.]
162,83,melphalan,C1=CC(=CC=C1CC(C(=O)O)N)N(CCCl)CCCl,[0. 1. 0. ... 0. 0. 0.]
163,84,6-Mercaptopurine,C1=NC2=C(N1)C(=S)N=CN2,[0. 0. 0. ... 0. 0. 0.]
164,85,methoxsalen,COC1=C2C(=CC3=C1OC=C3)C=CC(=O)O2,[0. 0. 0. ... 0. 0. 0.]
165,86,mitotane,C1=CC=C(C(=C1)C(C2=CC=C(C=C2)Cl)C(Cl)Cl)Cl,[0. 1. 0. ... 0. 0. 0.]
166,87,mitoxantrone,C1=CC(=C2C(=C1NCCNCCO)C(=O)C3=C(C=CC(=C3C2=O)O)O)NCCNCCO,[0. 0. 0. ... 0. 0. 0.]
167,88,Nelarabine,COC1=NC(=NC2=C1N=CN2C3C(C(C(O3)CO)O)O)N,[0. 0. 0. ... 0. 0. 0.]
168,89,Nilotinib,CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)N3C=C(N=C3)C)C(F)(F)F)NC4=NC=CC(=N4)C5=CN=CC=C5,[0. 0. 0. ... 0. 0. 0.]
169,90,Pazopanib hydrochloride,CC1=C(C=C(C=C1)NC2=NC=CC(=N2)N(C)C3=CC4=NN(C(=C4C=C3)C)C)S(=O)(=O)N.Cl,[0. 0. 0. ... 0. 0. 0.]
170,91,Pemetrexed disodium,C1=CC(=CC=C1CCC2=CNC3=C2C(=O)N=C(N3)N)C(=O)NC(CCC(=O)[O-])C(=O)[O-].[Na+].[Na+],[0. 1. 0. ... 0. 0. 0.]
171,92,pentostatin,C1C(C(OC1N2C=NC3=C2NC=NCC3O)CO)O,[0. 0. 0. ... 0. 0. 0.]
172,93,pipobroman,C1CN(CCN1C(=O)CCBr)C(=O)CCBr,[0. 0. 0. ... 0. 0. 0.]
173,94,MITHRAMYCIN,CC1C(C(CC(O1)OC2CC(OC(C2O)C)OC3=CC4=CC5=C(C(=O)C(C(C5)C(C(=O)C(C(C)O)O)OC)OC6CC(C(C(O6)C)O)OC7CC(C(C(O7)C)O)OC8CC(C(C(O8)C)O)(C)O)C(=C4C(=C3C)O)O)O)O,[0. 1. 0. ... 0. 0. 0.]
174,95,Pralatrexate,C#CCC(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O,[0. 1. 0. ... 0. 0. 0.]
175,96,Procarbazine hydrochloride,CC(C)NC(=O)C1=CC=C(C=C1)CNNC.Cl,[0. 1. 0. ... 0. 0. 0.]
176,97,Quinacrine hydrochloride,CCN(CC)CCCC(C)NC1=C2C=C(C=CC2=NC3=C1C=CC(=C3)Cl)OC.Cl,[0. 1. 0. ... 0. 0. 0.]
177,98,RALOXIFENE HYDROCHLORIDE,C1CCN(CC1)CCOC2=CC=C(C=C2)C(=O)C3=C(SC4=C3C=CC(=C4)O)C5=CC=C(C=C5)O.Cl,[0. 0. 1. ... 0. 0. 0.]
178,99,Romidepsin,CC=C1C(=O)NC(C(=O)OC2CC(=O)NC(C(=O)NC(CSSCCC=C2)C(=O)N1)C(C)C)C(C)C,[0. 1. 0. ... 0. 0. 0.]
179,100,Ruxolitinib,C1CCC(C1)C(CC#N)N2C=C(C=N2)C3=C4C=CNC4=NC=N3,[0. 1. 0. ... 0. 0. 0.]
180,101,(-)-Rapamycin,CC1CCC2CC(C(=CC=CC=CC(CC(C(=O)C(C(C(=CC(C(=O)CC(OC(=O)C3CCCCN3C(=O)C(=O)C1(O2)O)C(C)CC4CCC(C(C4)OC)O)C)C)O)OC)C)C)C)OC,[0. 1. 0. ... 0. 0. 0.]
181,102,Sorafenib tosylate,CC1=CC=C(C=C1)S(=O)(=O)O.CNC(=O)C1=NC=CC(=C1)OC2=CC=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F,[0. 0. 0. ... 0. 0. 0.]
182,103,streptozocin,CN(C(=O)NC1C(C(C(OC1O)CO)O)O)N=O,[0. 0. 0. ... 0. 0. 0.]
183,104,Tamoxifen citrate,CCC(=C(C1=CC=CC=C1)C2=CC=C(C=C2)OCCN(C)C)C3=CC=CC=C3.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,[0. 0. 1. ... 0. 0. 0.]
184,105,teniposide,COC1=CC(=CC(=C1O)OC)C2C3C(COC3=O)C(C4=CC5=C(C=C24)OCO5)OC6C(C(C7C(O6)COC(O7)C8=CC=CS8)O)O,[0. 0. 0. ... 0. 0. 0.]
185,106,thalidomide,C1CC(=O)NC(=O)C1N2C(=O)C3=CC=CC=C3C2=O,[0. 0. 0. ... 0. 0. 0.]
186,107,6-Thioguanine,C1=NC2=C(N1)C(=S)N=C(N2)N,[0. 0. 0. ... 0. 0. 0.]
187,108,thiotepa,C1CN1P(=S)(N2CC2)N3CC3,[0. 0. 0. ... 0. 0. 0.]
188,109,TOPOTECAN HYDROCHLORIDE,CCC1(C2=C(COC1=O)C(=O)N3CC4=C(C3=C2)N=C5C=CC(=C(C5=C4)CN(C)C)O)O.Cl,[0. 0. 0. ... 0. 0. 0.]
189,110,Retinoic acid,CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC(=O)O)C)C,[0. 0. 0. ... 0. 0. 0.]
190,111,Triethylenemelamine,C1CN1C2=NC(=NC(=N2)N3CC3)N4CC4,[0. 0. 0. ... 0. 0. 0.]
191,112,Uramustine,C1=C(C(=O)NC(=O)N1)N(CCCl)CCCl,[0. 0. 0. ... 0. 0. 0.]
192,113,Valrubicin,CCCCC(=O)OCC(=O)C1(CC(C2=C(C3=C(C(=C2C1)O)C(=O)C4=C(C3=O)C(=CC=C4)OC)O)OC5CC(C(C(O5)C)O)NC(=O)C(F)(F)F)O,[0. 0. 0. ... 0. 0. 0.]
193,114,Vandetanib,CN1CCC(CC1)COC2=C(C=C3C(=C2)N=CN=C3NC4=C(C=C(C=C4)Br)F)OC,[0. 0. 0. ... 0. 0. 0.]
194,115,Vemurafenib,CCCS(=O)(=O)NC1=C(C(=C(C=C1)F)C(=O)C2=CNC3=NC=C(C=C23)C4=CC=C(C=C4)Cl)F,[0. 0. 0. ... 0. 0. 0.]
195,116,Vinblastine sulfate,CCC1(CC2CC(C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)C78CCN9C7C(C=CC9)(C(C(C8N6C)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O.OS(=O)(=O)O,[0. 0. 0. ... 0. 0. 0.]
196,117,Vincristine sulfate,CCC1(CC2CC(C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)C78CCN9C7C(C=CC9)(C(C(C8N6C=O)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O.OS(=O)(=O)O,[0. 0. 0. ... 0. 0. 0.]
197,118,Vinorelbine tartrate,CCC1=CC2CC(C3=C(CN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)C78CCN9C7C(C=CC9)(C(C(C8N6C)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC.C(C(C(=O)O)O)(C(=O)O)O.C(C(C(=O)O)O)(C(=O)O)O,[0. 1. 0. ... 0. 0. 0.]
198,119,Vismodegib,CS(=O)(=O)C1=CC(=C(C=C1)C(=O)NC2=CC(=C(C=C2)Cl)C3=CC=CC=N3)Cl,[0. 0. 0. ... 0. 0. 0.]
199,120,Zoledronic acid,C1=CN(C=N1)CC(O)(P(=O)(O)O)P(=O)(O)O,[0. 0. 0. ... 0. 0. 0.]
200,121,L-778123 free base,C1CN(C(=O)CN1CC2=CN=CN2CC3=CC=C(C=C3)C#N)C4=CC(=CC=C4)Cl,[0. 0. 0. ... 0. 0. 0.]
201,122,Eloxatin (TN),C1CCC(C(C1)N)N.C(=O)(C(=O)[O-])[O-].[Pt+2],[0. 0. 0. ... 0. 0. 0.]
202,123,Epirubicin,CC1C(C(CC(O1)OC2CC(CC3=C(C4=C(C(=C23)O)C(=O)C5=C(C4=O)C=CC=C5OC)O)(C(=O)CO)O)N)O,[0. 0. 0. ... 0. 0. 0.]
203,124,Trisenox,[O-2].[O-2].[O-2].[As+3].[As+3],[0. 0. 0. ... 0. 0. 0.]
204,125,dichloroplatinum diammoniate,N[Pt](N)(Cl)Cl,[0. 0. 0. ... 0. 0. 0.]
205,126,IDARUBICIN,CC1C(C(CC(O1)OC2CC(CC3=C(C4=C(C(=C23)O)C(=O)C5=CC=CC=C5C4=O)O)(C(=O)C)O)N)O,[0. 1. 0. ... 0. 0. 0.]
206,127,DESOXYCORTICOSTERONE PIVALATE,CC12CCC3C(C1CCC2C(=O)COC(=O)C(C)(C)C)CCC4=CC(=O)CCC34C,[0. 0. 0. ... 0. 0. 0.]
207,128,Aliskiren,CC(C)C(CC1=CC(=C(C=C1)OC)OCCCOC)CC(C(CC(C(C)C)C(=O)NCC(C)(C)C(=O)N)O)N,[0. 1. 0. ... 0. 0. 0.]
208,129,chloroquine,CCN(CC)CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl,[0. 1. 0. ... 0. 0. 0.]
209,130,DEXMEDETOMIDINE,CC1=C(C(=CC=C1)C(C)C2=CN=CN2)C,[0. 1. 0. ... 1. 0. 0.]
210,131,zaleplon,CCN(C1=CC=CC(=C1)C2=CC=NC3=C(C=NN23)C#N)C(=O)C,[0. 0. 0. ... 0. 0. 0.]
211,132,maprotiline,CNCCCC12CCC(C3=CC=CC=C31)C4=CC=CC=C24,[0. 0. 0. ... 0. 0. 0.]
212,133,ISOSORBIDE DINITRATE,C1C(C2C(O1)C(CO2)O[N+](=O)[O-])O[N+](=O)[O-],[0. 0. 0. ... 0. 0. 0.]
213,134,argatroban,CC1CCN(C(C1)C(=O)O)C(=O)C(CCCN=C(N)N)NS(=O)(=O)C2=CC=CC3=C2NCC(C3)C,[0. 1. 0. ... 0. 0. 0.]
214,135,PYRIDOSTIGMINE BROMIDE,C[N+]1=CC=CC(=C1)OC(=O)N(C)C.[Br-],[0. 0. 0. ... 0. 0. 0.]
215,136,AZATADINE,CN1CCC(=C2C3=CC=CC=C3CCC4=C2N=CC=C4)CC1,[0. 0. 0. ... 0. 0. 0.]
216,137,pramipexole,CCCNC1CCC2=C(C1)SC(=N2)N,[0. 0. 0. ... 0. 0. 0.]
217,138,carbachol,C[N+](C)(C)CCOC(=O)N.[Cl-],[0. 0. 0. ... 0. 0. 0.]
218,139,Asenapine,CN1CC2C(C1)C3=C(C=CC(=C3)Cl)OC4=CC=CC=C24,[0. 0. 1. ... 0. 0. 0.]
219,140,Norcisapride,COC1CNCCC1NC(=O)C2=CC(=C(C=C2OC)N)Cl,[0. 0. 0. ... 0. 0. 0.]
220,141,amodiaquine,CCN(CC)CC1=C(C=CC(=C1)NC2=C3C=CC(=CC3=NC=C2)Cl)O,[0. 0. 0. ... 0. 0. 0.]
221,142,rosiglitazone,CN(CCOC1=CC=C(C=C1)CC2C(=O)NC(=O)S2)C3=CC=CC=N3,[0. 0. 0. ... 0. 0. 0.]
222,143,AMILORIDE,C1(=C(N=C(C(=N1)Cl)N)N)C(=O)N=C(N)N,[0. 0. 0. ... 0. 0. 0.]
223,144,hydroxychloroquine,CCN(CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl)CCO,[0. 1. 0. ... 0. 0. 0.]
224,145,clopidogrel,COC(=O)C(C1=CC=CC=C1Cl)N2CCC3=C(C2)C=CS3,[0. 1. 0. ... 0. 0. 0.]
225,146,tranylcypromine,C1C(C1N)C2=CC=CC=C2,[0. 0. 0. ... 0. 0. 0.]
226,147,oseltamivir,CCC(CC)OC1C=C(CC(C1NC(=O)C)N)C(=O)OCC,[0. 1. 0. ... 0. 0. 0.]
227,148,OXYPHENONIUM BROMIDE,CC[N+](C)(CC)CCOC(=O)C(C1CCCCC1)(C2=CC=CC=C2)O.[Br-],[0. 0. 1. ... 0. 0. 0.]
228,149,dopamine,C1=CC(=C(C=C1CCN)O)O,[0. 0. 0. ... 0. 0. 0.]
229,150,trifluoperazine,CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F,[0. 0. 0. ... 0. 0. 0.]
230,151,Maraviroc,CC1=NN=C(N1C2CC3CCC(C2)N3CCC(C4=CC=CC=C4)NC(=O)C5CCC(CC5)(F)F)C(C)C,[0. 1. 0. ... 0. 0. 0.]
231,152,Ulipristal acetate,CC(=O)C1(CCC2C1(CC(C3=C4CCC(=O)C=C4CCC23)C5=CC=C(C=C5)N(C)C)C)OC(=O)C,[0. 0. 0. ... 0. 0. 0.]
232,153,Olmesartan,CCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NNN=N4)C(=O)O)C(C)(C)O,[0. 0. 0. ... 0. 0. 0.]
233,154,DIPHENIDOL,C1CCN(CC1)CCCC(C2=CC=CC=C2)(C3=CC=CC=C3)O,[0. 0. 1. ... 0. 0. 0.]
234,155,pargyline,CN(CC#C)CC1=CC=CC=C1,[0. 0. 0. ... 0. 0. 0.]
235,156,memantine,CC12CC3CC(C1)(CC(C3)(C2)N)C,[0. 0. 0. ... 0. 0. 0.]
236,157,fluvoxamine,COCCCCC(=NOCCN)C1=CC=C(C=C1)C(F)(F)F,[0. 0. 0. ... 0. 0. 0.]
237,158,3-Amino-2-oxazolidinone,C1COC(=O)N1N,[0. 0. 0. ... 0. 0. 0.]
238,159,Ibutilide,CCCCCCCN(CC)CCCC(C1=CC=C(C=C1)NS(=O)(=O)C)O,[0. 1. 0. ... 0. 0. 0.]
239,160,proguanil,CC(C)N=C(N)N=C(N)NC1=CC=C(C=C1)Cl,[0. 1. 0. ... 0. 0. 0.]
240,161,sertraline,CNC1CCC(C2=CC=CC=C12)C3=CC(=C(C=C3)Cl)Cl,[0. 0. 0. ... 0. 0. 0.]
241,162,naltrexone,C1CC1CN2CCC34C5C(=O)CCC3(C2CC6=C4C(=C(C=C6)O)O5)O,[0. 0. 0. ... 0. 0. 0.]
242,163,VECURONIUM BROMIDE,CC(=O)OC1CC2CCC3C(C2(CC1N4CCCCC4)C)CCC5(C3CC(C5OC(=O)C)[N+]6(CCCCC6)C)C.[Br-],[0. 0. 1. ... 0. 0. 0.]
243,164,minoxidil,C1CCN(CC1)C2=NC(=N)N(C(=C2)N)O,[0. 0. 1. ... 0. 0. 0.]
244,165,trihexyphenidyl,C1CCC(CC1)C(CCN2CCCCC2)(C3=CC=CC=C3)O,[0. 0. 1. ... 0. 0. 0.]
245,166,Levonorgestrel,CCC12CCC3C(C1CCC2(C#C)O)CCC4=CC(=O)CCC34,[0. 0. 0. ... 0. 0. 0.]
246,167,imipramine,CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31,[0. 0. 0. ... 0. 0. 0.]
247,168,flumazenil,CCOC(=O)C1=C2CN(C(=O)C3=C(N2C=N1)C=CC(=C3)F)C,[0. 0. 0. ... 0. 0. 0.]
248,169,pentamidine,C1=CC(=CC=C1C(=N)N)OCCCCCOC2=CC=C(C=C2)C(=N)N,[0. 0. 0. ... 0. 0. 0.]
249,170,CANRENONE,CC12CCC(=O)C=C1C=CC3C2CCC4(C3CCC45CCC(=O)O5)C,[0. 0. 0. ... 0. 0. 0.]
250,171,Dronedarone,CCCCC1=C(C2=C(O1)C=CC(=C2)NS(=O)(=O)C)C(=O)C3=CC=C(C=C3)OCCCN(CCCC)CCCC,[0. 0. 0. ... 0. 0. 0.]
251,172,methyclothiazide,CN1C(NC2=CC(=C(C=C2S1(=O)=O)S(=O)(=O)N)Cl)CCl,[0. 0. 0. ... 0. 0. 0.]
252,173,testosterone,CC12CCC3C(C1CCC2O)CCC4=CC(=O)CCC34C,[0. 0. 0. ... 0. 0. 0.]
253,174,riluzole,C1=CC2=C(C=C1OC(F)(F)F)SC(=N2)N,[0. 0. 0. ... 0. 0. 0.]
254,175,triamterene,C1=CC=C(C=C1)C2=NC3=C(N=C2N)N=C(N=C3N)N,[0. 0. 0. ... 0. 0. 0.]
255,176,Cevimeline,CC1OC2(CN3CCC2CC3)CS1,[0. 0. 0. ... 0. 0. 0.]
256,177,bumetanide,CCCCNC1=C(C(=CC(=C1)C(=O)O)S(=O)(=O)N)OC2=CC=CC=C2,[0. 0. 0. ... 0. 0. 0.]
257,178,cytarabine,C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)O,[0. 0. 0. ... 0. 0. 0.]
258,179,loperamide,CN(C)C(=O)C(CCN1CCC(CC1)(C2=CC=C(C=C2)Cl)O)(C3=CC=CC=C3)C4=CC=CC=C4,[0. 0. 0. ... 0. 1. 0.]
259,180,nisoldipine,CC1=C(C(C(=C(N1)C)C(=O)OCC(C)C)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC,[0. 1. 0. ... 0. 0. 0.]
260,181,sumatriptan,CNS(=O)(=O)CC1=CC2=C(C=C1)NC=C2CCN(C)C,[0. 0. 0. ... 0. 0. 0.]
261,182,Sitagliptin,C1CN2C(=NN=C2C(F)(F)F)CN1C(=O)CC(CC3=CC(=C(C=C3F)F)F)N,[0. 1. 0. ... 0. 0. 0.]
262,183,disulfiram,CCN(CC)C(=S)SSC(=S)N(CC)CC,[0. 0. 0. ... 0. 0. 0.]
263,184,tamoxifen,CCC(=C(C1=CC=CC=C1)C2=CC=C(C=C2)OCCN(C)C)C3=CC=CC=C3,[0. 0. 1. ... 0. 0. 0.]
264,185,Saxagliptin,C1C2CC2N(C1C#N)C(=O)C(C34CC5CC(C3)CC(C5)(C4)O)N,[0. 1. 0. ... 0. 0. 0.]
265,186,Ezetimibe,C1=CC(=CC=C1C2C(C(=O)N2C3=CC=C(C=C3)F)CCC(C4=CC=C(C=C4)F)O)O,[0. 1. 0. ... 0. 0. 0.]
266,187,cisapride,COC1CN(CCC1NC(=O)C2=CC(=C(C=C2OC)N)Cl)CCCOC3=CC=C(C=C3)F,[0. 0. 0. ... 0. 0. 0.]
267,188,risperidone,CC1=C(C(=O)N2CCCCC2=N1)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F,[0. 0. 0. ... 0. 0. 0.]
268,189,dihydroergotamine,CC1(C(=O)N2C(C(=O)N3CCCC3C2(O1)O)CC4=CC=CC=C4)NC(=O)C5CC6C(CC7=CNC8=CC=CC6=C78)N(C5)C,[0. 0. 0. ... 0. 0. 0.]
269,190,Dutasteride,CC12CCC3C(C1CCC2C(=O)NC4=C(C=CC(=C4)C(F)(F)F)C(F)(F)F)CCC5C3(C=CC(=O)N5)C,[0. 0. 0. ... 0. 0. 0.]
270,191,spironolactone,CC(=O)SC1CC2=CC(=O)CCC2(C3C1C4CCC5(C4(CC3)C)CCC(=O)O5)C,[0. 0. 0. ... 0. 0. 0.]
271,192,sildenafil,CCCC1=NN(C2=C1NC(=NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)C)OCC)C; CCCC1=NN(C2=C1N=C(NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)C)OCC)C,[]
272,193,trioxsalen,CC1=CC(=O)OC2=C1C=C3C=C(OC3=C2C)C,[0. 0. 0. ... 0. 0. 0.]
273,194,acarbose,CC1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)O)CO)CO)O)O)NC4C=C(C(C(C4O)O)O)CO,[0. 0. 0. ... 0. 0. 0.]
274,195,ENTACAPONE,CCN(CC)C(=O)C(=CC1=CC(=C(C(=C1)O)O)[N+](=O)[O-])C#N,[0. 0. 0. ... 0. 0. 0.]
275,196,digitoxin,CC1C(C(CC(O1)OC2C(OC(CC2O)OC3C(OC(CC3O)OC4CCC5(C(C4)CCC6C5CCC7(C6(CCC7C8=CC(=O)OC8)O)C)C)C)C)O)O,[0. 0. 0. ... 0. 0. 0.]
276,197,zalcitabine,C1CC(OC1CO)N2C=CC(=NC2=O)N,[0. 0. 0. ... 0. 0. 0.]
277,198,milrinone,CC1=C(C=C(C(=O)N1)C#N)C2=CC=NC=C2,[0. 0. 0. ... 0. 0. 0.]
278,199,Acitretin,CC1=CC(=C(C(=C1C=CC(=CC=CC(=CC(=O)O)C)C)C)C)OC,[0. 0. 0. ... 0. 0. 0.]
279,200,azithromycin,CCC1C(C(C(N(CC(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)C)O)(C)O,[0. 0. 0. ... 0. 0. 0.]
280,201,isoproterenol,CC(C)NCC(C1=CC(=C(C=C1)O)O)O,[0. 1. 0. ... 0. 0. 0.]
281,202,niclosamide,C1=CC(=C(C=C1[N+](=O)[O-])Cl)NC(=O)C2=C(C=CC(=C2)Cl)O,[0. 0. 0. ... 0. 0. 0.]
282,203,Aripiprazole,C1CC(=O)NC2=C1C=CC(=C2)OCCCCN3CCN(CC3)C4=C(C(=CC=C4)Cl)Cl,[0. 0. 0. ... 0. 0. 0.]
283,204,CHEBI:45367,CC1C=CC=C(C(=O)NC2=C3C(=NC4(N3)CCN(CC4)CC(C)C)C5=C6C(=C(C(=C5C2=O)O)C)OC(C6=O)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C,[0. 1. 0. ... 1. 0. 0.]
284,205,mebendazole,COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C3=CC=CC=C3,[0. 0. 0. ... 0. 0. 0.]
285,206,ethinyl estradiol,CC12CCC3C(C1CCC2(C#C)O)CCC4=C3C=CC(=C4)O,[0. 0. 0. ... 0. 0. 0.]
286,207,Eptifibatide,C1CC2C(=O)NC(CSSCCC(=O)NC(C(=O)NCC(=O)NC(C(=O)NC(C(=O)N2C1)CC3=CNC4=CC=CC=C43)CC(=O)O)CCCCN=C(N)N)C(=O)N,[0. 0. 0. ... 0. 0. 0.]
287,208,Tacrine,C1CCC2=NC3=CC=CC=C3C(=C2C1)N,[0. 0. 0. ... 0. 0. 0.]
288,209,zafirlukast,CC1=CC=CC=C1S(=O)(=O)NC(=O)C2=CC(=C(C=C2)CC3=CN(C4=C3C=C(C=C4)NC(=O)OC5CCCC5)C)OC,[0. 0. 0. ... 0. 0. 0.]
289,210,Olmesartan medoxomil,CCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NNN=N4)C(=O)OCC5=C(OC(=O)O5)C)C(C)(C)O,[0. 0. 0. ... 0. 0. 0.]
290,211,diethylcarbamazine,CCN(CC)C(=O)N1CCN(CC1)C,[0. 0. 0. ... 0. 0. 0.]
291,212,Enalaprilat,CC(C(=O)N1CCCC1C(=O)O)NC(CCC2=CC=CC=C2)C(=O)O,[0. 1. 0. ... 0. 0. 0.]
292,213,TETRABENAZINE,CC(C)CC1CN2CCC3=CC(=C(C=C3C2CC1=O)OC)OC,[0. 1. 0. ... 0. 0. 0.]
293,214,levamisole,C1CSC2=NC(CN21)C3=CC=CC=C3,[0. 0. 0. ... 0. 0. 0.]
294,215,mecamylamine,CC1(C2CCC(C2)C1(C)NC)C,[0. 0. 0. ... 0. 0. 0.]
295,216,procarbazine,CC(C)NC(=O)C1=CC=C(C=C1)CNNC,[0. 1. 0. ... 0. 0. 0.]
296,217,Tolvaptan,CC1=CC=CC=C1C(=O)NC2=CC(=C(C=C2)C(=O)N3CCCC(C4=C3C=CC(=C4)Cl)O)C,[0. 0. 0. ... 0. 0. 0.]
