,dname,smiles
212,diethylcarbamazine,CCN(CC)C(=O)N1CCN(CC1)C
213,Enalaprilat,CC(C(=O)N1CCCC1C(=O)O)NC(CCC2=CC=CC=C2)C(=O)O
214,TETRABENAZINE,CC(C)CC1CN2CCC3=CC(=C(C=C3C2CC1=O)OC)OC
215,levamisole,C1CSC2=NC(CN21)C3=CC=CC=C3
216,mecamylamine,CC1(C2CCC(C2)C1(C)NC)C
217,procarbazine,CC(C)NC(=O)C1=CC=C(C=C1)CNNC
218,Tolvaptan,CC1=CC=CC=C1C(=O)NC2=CC(=C(C=C2)C(=O)N3CCCC(C4=C3C=CC(=C4)Cl)O)C
219,Endoxifen,CCC(=C(C1=CC=C(C=C1)O)C2=CC=C(C=C2)OCCNC)C3=CC=CC=C3
220,Dihydroartemisinin,CC1CCC2C(C(OC3C24C1CCC(O3)(OO4)C)O)C
221,cerivastatin,CC(C)C1=C(C(=C(C(=N1)C(C)C)C=CC(CC(CC(=O)O)O)O)C2=CC=C(C=C2)F)COC
222,hydralazine,C1=CC=C2C(=C1)C=NN=C2NN
223,prednisolone,CC12CC(C3C(C1CCC2(C(=O)CO)O)CCC4=CC(=O)C=CC34C)O
224,Ramelteon,CCC(=O)NCCC1CCC2=C1C3=C(C=C2)OCC3
225,tiagabine,CC1=C(SC=C1)C(=CCCN2CCCC(C2)C(=O)O)C3=C(C=CS3)C
226,amoxapine,C1CN(CCN1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl
227,terazosin,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4CCCO4)N)OC
228,Artemether,CC1CCC2C(C(OC3C24C1CCC(O3)(OO4)C)OC)C
229,itraconazole,CCC(C)N1C(=O)N(C=N1)C2=CC=C(C=C2)N3CCN(CC3)C4=CC=C(C=C4)OCC5COC(O5)(CN6C=NC=N6)C7=C(C=C(C=C7)Cl)Cl
230,Imatinib,CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC=CC(=N4)C5=CN=CC=C5
231,galanthamine,CN1CCC23C=CC(CC2OC4=C(C=CC(=C34)C1)OC)O
232,irinotecan,CCC1=C2C=C(C=CC2=NC3=C1CN4C3=CC5=C(C4=O)COC(=O)C5(CC)O)OC(=O)N6CCC(CC6)N7CCCCC7
233,nizatidine,CNC(=C[N+](=O)[O-])NCCSCC1=CSC(=N1)CN(C)C
234,tacrolimus,CC1CC(C2C(CC(C(O2)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C(CC(=O)C(C=C(C1)C)CC=C)O)C)C(=CC4CCC(C(C4)OC)O)C)O)C)OC)OC
235,Tizoxanide,C1=CC=C(C(=C1)C(=O)NC2=NC=C(S2)[N+](=O)[O-])O
236,dipyridamole,C1CCN(CC1)C2=NC(=NC3=C2N=C(N=C3N4CCCCC4)N(CCO)CCO)N(CCO)CCO
237,Lubiprostone,CCCCC(C1(CCC2C(O1)CC(=O)C2CCCCCCC(=O)O)O)(F)F
238,atenolol,CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O
239,tolazoline,C1CN=C(N1)CC2=CC=CC=C2
240,methylergonovine,CCC(CO)NC(=O)C1CN(C2CC3=CNC4=CC=CC(=C34)C2=C1)C
241,Minoxidil sulphate,C1CCN(CC1)C2=CC(=[N+](C(=N2)N)OS(=O)(=O)[O-])N
242,Cycloguanil,CC1(N=C(N=C(N1C2=CC=C(C=C2)Cl)N)N)C
243,mefloquine,C1CCNC(C1)C(C2=CC(=NC3=C2C=CC=C3C(F)(F)F)C(F)(F)F)O
244,Lumefantrine,CCCCN(CCCC)CC(C1=C2C3=C(C=C(C=C3)Cl)C(=CC4=CC=C(C=C4)Cl)C2=CC(=C1)Cl)O
245,trimethobenzamide,CN(C)CCOC1=CC=C(C=C1)CNC(=O)C2=CC(=C(C(=C2)OC)OC)OC
246,dantrolene,C1C(=O)NC(=O)N1N=CC2=CC=C(O2)C3=CC=C(C=C3)[N+](=O)[O-]
247,epinephrine,CNCC(C1=CC(=C(C=C1)O)O)O
248,trazodone,C1CN(CCN1CCCN2C(=O)N3C=CC=CC3=N2)C4=CC(=CC=C4)Cl
249,furazolidone,C1COC(=O)N1N=CC2=CC=C(O2)[N+](=O)[O-]
250,Hydroxyflutamide,CC(C)(C(=O)NC1=CC(=C(C=C1)[N+](=O)[O-])C(F)(F)F)O
251,Cisatracurium besylate,C[N+]1(CCC2=CC(=C(C=C2C1CC3=CC(=C(C=C3)OC)OC)OC)OC)CCC(=O)OCCCCCOC(=O)CC[N+]4(CCC5=CC(=C(C=C5C4CC6=CC(=C(C=C6)OC)OC)OC)OC)C.C1=CC=C(C=C1)S(=O)(=O)[O-].C1=CC=C(C=C1)S(=O)(=O)[O-]
252,Bretylium tosylate,CC[N+](C)(C)CC1=CC=CC=C1Br.CC1=CC=C(C=C1)S(=O)(=O)[O-]
253,lansoprazole,CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3N2)OCC(F)(F)F
254,flutamide,CC(C)C(=O)NC1=CC(=C(C=C1)[N+](=O)[O-])C(F)(F)F
255,albendazole,CCCSC1=CC2=C(C=C1)N=C(N2)NC(=O)OC
256,trimethoprim,COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N
257,Lacosamide,CC(=O)NC(COC)C(=O)NCC1=CC=CC=C1
258,abacavir,C1CC1NC2=NC(=NC3=C2N=CN3C4CC(C=C4)CO)N
259,ILOPROST,CC#CCC(C)C(C=CC1C(CC2C1CC(=CCCCC(=O)O)C2)O)O
260,RANOLAZINE,CC1=C(C(=CC=C1)C)NC(=O)CN2CCN(CC2)CC(COC3=CC=CC=C3OC)O
261,Lithium citrate,[Li+].[Li+].[Li+].C(C(=O)[O-])C(CC(=O)[O-])(C(=O)[O-])O
262,praziquantel,C1CCC(CC1)C(=O)N2CC3C4=CC=CC=C4CCN3C(=O)C2
263,METAXALONE,CC1=CC(=CC(=C1)OCC2CNC(=O)O2)C
264,Ezetimibe glucuronide,C1=CC(=CC=C1C2C(C(=O)N2C3=CC=C(C=C3)F)CCC(C4=CC=C(C=C4)F)O)OC5C(C(C(C(O5)C(=O)O)O)O)O
265,lamotrigine,C1=CC(=C(C(=C1)Cl)Cl)C2=C(N=C(N=N2)N)N
266,enoxacin,CCN1C=C(C(=O)C2=CC(=C(N=C21)N3CCNCC3)F)C(=O)O
267,doxapram,CCN1CC(C(C1=O)(C2=CC=CC=C2)C3=CC=CC=C3)CCN4CCOCC4
268,stanozolol,CC12CCC3C(C1CCC2(C)O)CCC4C3(CC5=C(C4)NN=C5)C
269,MIGLITOL,C1C(C(C(C(N1CCO)CO)O)O)O
270,tetracycline,CC1(C2CC3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O
271,sulfameter,COC1=CN=C(N=C1)NS(=O)(=O)C2=CC=C(C=C2)N
272,Carglumic acid,C(CC(=O)O)C(C(=O)O)NC(=O)N
273,nateglinide,CC(C)C1CCC(CC1)C(=O)NC(CC2=CC=CC=C2)C(=O)O
274,mycophenolic acid,CC1=C(C(=C(C2=C1COC2=O)O)CC=C(C)CCC(=O)O)OC
275,meclofenamic acid,CC1=C(C(=C(C=C1)Cl)NC2=CC=CC=C2C(=O)O)Cl
276,PHENPROCOUMON,CCC(C1=CC=CC=C1)C2=C(C3=CC=CC=C3OC2=O)O
277,5-Aminosalicylic acid,C1=CC(=C(C=C1N)C(=O)O)O
278,metronidazole,CC1=NC=C(N1CCO)[N+](=O)[O-]
279,isoniazid,C1=CN=CC=C1C(=O)NN
280,amprenavir,CC(C)CN(CC(C(CC1=CC=CC=C1)NC(=O)OC2CCOC2)O)S(=O)(=O)C3=CC=C(C=C3)N
281,thiabendazole,C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3
282,NITAZOXANIDE,CC(=O)OC1=CC=CC=C1C(=O)NC2=NC=C(S2)[N+](=O)[O-]
283,propylthiouracil,CCCC1=CC(=O)NC(=S)N1
284,Ribavirin 5'-triphosphate,C1=NC(=NN1C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)C(=O)N
285,D-cycloserine,C1C(C(=O)NO1)N
286,ribavirin,C1=NC(=NN1C2C(C(C(O2)CO)O)O)C(=O)N
287,diazoxide,CC1=NS(=O)(=O)C2=C(N1)C=CC(=C2)Cl
288,MEPHENYTOIN,CCC1(C(=O)N(C(=O)N1)C)C2=CC=CC=C2
289,chlorphenesin,C1=CC(=CC=C1OCC(CO)O)Cl
290,topiramate,CC1(OC2COC3(C(C2O1)OC(O3)(C)C)COS(=O)(=O)N)C
291,ethambutol,CCC(CO)NCCNC(CC)CO
292,methyldopa,CC(CC1=CC(=C(C=C1)O)O)(C(=O)O)N
293,ZILEUTON,CC(C1=CC2=CC=CC=C2S1)N(C(=O)N)O
294,carisoprodol,CCCC(C)(COC(=O)N)COC(=O)NC(C)C
295,gabapentin,C1CCC(CC1)(CC(=O)O)CN
296,Nitisinone,C1CC(=O)C(C(=O)C1)C(=O)C2=C(C=C(C=C2)C(F)(F)F)[N+](=O)[O-]
297,acetazolamide,CC(=O)NC1=NN=C(S1)S(=O)(=O)N
298,oxyphenbutazone,CCCCC1C(=O)N(N(C1=O)C2=CC=C(C=C2)O)C3=CC=CC=C3
299,4-Aminosalicylic acid,C1=CC(=C(C=C1N)O)C(=O)O
300,Trilostane,CC12CCC3C(C1CCC2O)CCC45C3(CC(=C(C4O5)O)C#N)C
301,paromomycin,C1C(C(C(C(C1N)OC2C(C(C(C(O2)CO)O)O)N)OC3C(C(C(O3)CO)OC4C(C(C(C(O4)CN)O)O)N)O)O)N
302,citalopram,CN(C)CCCC1(C2=C(CO1)C=C(C=C2)C#N)C3=CC=C(C=C3)F
303,Halofantrine,CCCCN(CCCC)CCC(C1=C2C=CC(=CC2=C3C=C(C=C(C3=C1)Cl)Cl)C(F)(F)F)O
304,Etomidate,CCOC(=O)C1=CN=CN1C(C)C2=CC=CC=C2
305,Armodafinil,C1=CC=C(C=C1)C(C2=CC=CC=C2)S(=O)CC(=O)N
306,METYROSINE,CC(CC1=CC=C(C=C1)O)(C(=O)O)N
307,Teriflunomide,CC(=C(C#N)C(=O)NC1=CC=C(C=C1)C(F)(F)F)O
308,DEXCHLORPHENIRAMINE,CN(C)CCC(C1=CC=C(C=C1)Cl)C2=CC=CC=N2
309,Bosentan,CC(C)(C)C1=CC=C(C=C1)S(=O)(=O)NC2=C(C(=NC(=N2)C3=NC=CC=N3)OCCO)OC4=CC=CC=C4OC
310,EFLORNITHINE,C(CC(C(F)F)(C(=O)O)N)CN
311,Cilastatin,CC1(CC1C(=O)NC(=CCCCCSCC(C(=O)O)N)C(=O)O)C
312,4812-40-2,C1=C(N(C(=N1)CO)CCO)[N+](=O)[O-]
313,Raltegravir,CC1=NN=C(O1)C(=O)NC(C)(C)C2=NC(=C(C(=O)N2C)O)C(=O)NCC3=CC=C(C=C3)F
314,clofibric acid,CC(C)(C(=O)O)OC1=CC=C(C=C1)Cl
315,chlorzoxazone,C1=CC2=C(C=C1Cl)NC(=O)O2
316,SULBACTAM,CC1(C(N2C(S1(=O)=O)CC2=O)C(=O)O)C
317,Febuxostat,CC1=C(SC(=N1)C2=CC(=C(C=C2)OCC(C)C)C#N)C(=O)O
318,cefmenoxime,CN1C(=NN=N1)SCC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)O
319,Rufinamide,C1=CC(=C(C(=C1)F)CN2C=C(N=N2)C(=O)N)F
320,ATOVAQUONE,C1CC(CCC1C2=CC=C(C=C2)Cl)C3=C(C4=CC=CC=C4C(=O)C3=O)O
321,Oseltamivir acid,CCC(CC)OC1C=C(CC(C1NC(=O)C)N)C(=O)O
322,efavirenz,C1CC1C#CC2(C3=C(C=CC(=C3)Cl)NC(=O)O2)C(F)(F)F
323,Cinacalcet,CC(C1=CC=CC2=CC=CC=C21)NCCCC3=CC(=CC=C3)C(F)(F)F
324,Miglustat,CCCCN1CC(C(C(C1CO)O)O)O
325,probucol,CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)SC(C)(C)SC2=CC(=C(C(=C2)C(C)(C)C)O)C(C)(C)C
326,primidone,CCC1(C(=O)NCNC1=O)C2=CC=CC=C2
327,acetohydroxamic acid,CC(=O)NO
328,Mebutamate,CCC(C)C(C)(COC(=O)N)COC(=O)N
329,sulfinpyrazone,C1=CC=C(C=C1)N2C(=O)C(C(=O)N2C3=CC=CC=C3)CCS(=O)C4=CC=CC=C4
330,fenoprofen,CC(C1=CC(=CC=C1)OC2=CC=CC=C2)C(=O)O
331,novobiocin,CC1=C(C=CC2=C1OC(=O)C(=C2O)NC(=O)C3=CC(=C(C=C3)O)CC=C(C)C)OC4C(C(C(C(O4)(C)C)OC)OC(=O)N)O
332,Quinine,COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O
333,ganciclovir,C1=NC2=C(N1COC(CO)CO)NC(=NC2=O)N; C1=NC2=C(N1COC(CO)CO)N=C(NC2=O)N
334,Pazopanib,CC1=C(C=C(C=C1)NC2=NC=CC(=N2)N(C)C3=CC4=NN(C(=C4C=C3)C)C)S(=O)(=O)N
335,zonisamide,C1=CC=C2C(=C1)C(=NO2)CS(=O)(=O)N
336,tinidazole,CCS(=O)(=O)CCN1C(=NC=C1[N+](=O)[O-])C
337,felbamate,C1=CC=C(C=C1)C(COC(=O)N)COC(=O)N
338,acetohexamide,CC(=O)C1=CC=C(C=C1)S(=O)(=O)NC(=O)NC2CCCCC2
339,dichlorphenamide,C1=C(C=C(C(=C1S(=O)(=O)N)Cl)Cl)S(=O)(=O)N
340,4-Methylpyrazole,CC1=CNN=C1
341,leflunomide,CC1=C(C=NO1)C(=O)NC2=CC=C(C=C2)C(F)(F)F
342,probenecid,CCCN(CCC)S(=O)(=O)C1=CC=C(C=C1)C(=O)O
343,pyrazinamide,C1=CN=C(C=N1)C(=O)N
344,baclofen,C1=CC(=CC=C1C(CC(=O)O)CN)Cl
345,clofibrate,CCOC(=O)C(C)(C)OC1=CC=C(C=C1)Cl
346,Pyrazine-2-carboxylic acid,C1=CN=C(C=N1)C(=O)O
347,VALPROIC ACID,CCCC(CCC)C(=O)O
348,theophylline,CN1C2=C(C(=O)N(C1=O)C)NC=N2
349,FOSFOMYCIN,CC1C(O1)P(=O)(O)O
350,tranexamic acid,C1CC(CCC1CN)C(=O)O
351,Piperazine hexahydrate,C1CNCCN1.O.O.O.O.O.O
352,AURANOFIN,CCP(CC)CC.CC(=O)OCC1C(C(C(C(O1)[S-])OC(=O)C)OC(=O)C)OC(=O)C.[Au+]
353,triflupromazine,CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)C(F)(F)F
354,6-Hydroxy Buspirone,C1CCC2(C1)CC(=O)N(C(=O)C2O)CCCCN3CCN(CC3)C4=NC=CC=N4
355,pinacidil,CC(C(C)(C)C)N=C(NC#N)NC1=CC=NC=C1
356,Sodium diethyldithiocarbamate trihydrate,CCN(CC)C(=S)[S-].O.O.O.[Na+]
357,amantadine,C1C2CC3CC1CC(C2)(C3)N
358,Succinylcholine chloride,C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C.[Cl-].[Cl-]
359,buspirone,C1CCC2(C1)CC(=O)N(C(=O)C2)CCCCN3CCN(CC3)C4=NC=CC=N4
360,Phensuximide,CN1C(=O)CC(C1=O)C2=CC=CC=C2
361,Aprepitant,CC(C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F)OC2C(N(CCO2)CC3=NC(=O)NN3)C4=CC=C(C=C4)F; CC(C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F)OC2C(N(CCO2)CC3=NNC(=O)N3)C4=CC=C(C=C4)F
362,foscarnet,C(=O)(O)P(=O)(O)O
363,GUANADREL,C1CCC2(CC1)OCC(O2)CN=C(N)N
364,Varenicline,C1C2CNCC1C3=CC4=NC=CN=C4C=C23
365,"2',3'-Dideoxycytidine 5'-triphosphate",C1CC(OC1COP(=O)(O)OP(=O)(O)OP(=O)(O)O)N2C=CC(=NC2=O)N
366,PYRVINIUM CHLORIDE DIHYDRATE,CC1=CC(=C(N1C2=CC=CC=C2)C)C=CC3=[N+](C4=C(C=C3)C=C(C=C4)N(C)C)C.O.O.[Cl-]
367,Acamprosate,CC(=O)NCCCS(=O)(=O)O
368,GUANFACINE,C1=CC(=C(C(=C1)Cl)CC(=O)N=C(N)N)Cl
369,Levetiracetam,CCC(C(=O)N)N1CCCC1=O
370,liothyronine,C1=CC(=C(C=C1OC2=C(C=C(C=C2I)CC(C(=O)O)N)I)I)O
371,PAMIDRONIC ACID,C(CN)C(O)(P(=O)(O)O)P(=O)(O)O
372,orlistat,CCCCCCCCCCCC(CC1C(C(=O)O1)CCCCCC)OC(=O)C(CC(C)C)NC=O
373,Eltrombopag,CC1=C(C=C(C=C1)N2C(=O)C(=C(N2)C)NN=C3C=CC=C(C3=O)C4=CC(=CC=C4)C(=O)O)C; CC1=C(C=C(C=C1)N2C(=O)C(=C(N2)C)N=NC3=CC=CC(=C3O)C4=CC(=CC=C4)C(=O)O)C
374,IVERMECTIN,CCC(C)C1C(CCC2(O1)CC3CC(O2)CC=C(C(C(C=CC=C4COC5C4(C(C=C(C5O)C)C(=O)O3)O)C)OC6CC(C(C(O6)C)OC7CC(C(C(O7)C)O)OC)OC)C)C
375,testolactone,CC12CCC3C(C1CCC(=O)O2)CCC4=CC(=O)C=CC34C
376,Palonosetron,C1CC2CN(C(=O)C3=C2C(=CC=C3)C1)C4CN5CCC4CC5
377,S-nitrosoglutathione,C(CC(=O)NC(CSN=O)C(=O)NCC(=O)O)C(C(=O)O)N
378,PENTOLINIUM TARTRATE,C[N+]1(CCCC1)CCCCC[N+]2(CCCC2)C.C(C(C(=O)[O-])O)(C(=O)O)O.C(C(C(=O)[O-])O)(C(=O)O)O
379,Nabilone,CCCCCCC(C)(C)C1=CC2=C(C3CC(=O)CCC3C(O2)(C)C)C(=C1)O
380,dextromethorphan,CN1CCC23CCCCC2C1CC4=C3C=C(C=C4)OC
381,Melphalan hydrochloride,C1=CC(=CC=C1CC(C(=O)O)N)N(CCCl)CCCl.Cl
382,CHEMBL4303713,NULL
383,DAUNORUBICIN HYDROCHLORIDE,CC1C(C(CC(O1)OC2CC(CC3=C(C4=C(C(=C23)O)C(=O)C5=C(C4=O)C=CC=C5OC)O)(C(=O)C)O)N)O.Cl
384,teniposide,COC1=CC(=CC(=C1O)OC)C2C3C(COC3=O)C(C4=CC5=C(C=C24)OCO5)OC6C(C(C7C(O6)COC(O7)C8=CC=CS8)O)O
385,Vepesid J,CC1OCC2C(O1)C(C(C(O2)OC3C4COC(=O)C4C(C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O
386,Navelbine ditartrate (TN),CCC1=CC2CC(C3=C(CN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)C78CCN9C7C(C=CC9)(C(C(C8N6C)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC.C(C(C(=O)O)O)(C(=O)O)O
387,Pemetrexed,C1=CC(=CC=C1CCC2=CNC3=C2C(=O)N=C(N3)N)C(=O)NC(CCC(=O)O)C(=O)O; C1=CC(=CC=C1CCC2=CNC3=C2C(=O)NC(=N3)N)C(=O)NC(CCC(=O)O)C(=O)O
388,raloxifene,C1CCN(CC1)CCOC2=CC=C(C=C2)C(=O)C3=C(SC4=C3C=CC(=C4)O)C5=CC=C(C=C5)O
389,actinomycin D,CC1C(C(=O)NC(C(=O)N2CCCC2C(=O)N(CC(=O)N(C(C(=O)O1)C(C)C)C)C)C(C)C)NC(=O)C3=C4C(=C(C=C3)C)OC5=C(C(=O)C(=C(C5=N4)C(=O)NC6C(OC(=O)C(N(C(=O)CN(C(=O)C7CCCN7C(=O)C(NC6=O)C(C)C)C)C)C(C)C)C)N)C
390,5-Fluoro-2'-deoxyuridine,C1C(C(OC1N2C=C(C(=O)NC2=O)F)CO)O
391,Cylocide,C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)O.Cl
392,"Azacytidine, 5-",C1=NC(=NC(=O)N1C2C(C(C(O2)CO)O)O)N
393,CHEMBL17639,C1C(C(OC1N2C=NC3=C2N=C(N=C3N)Cl)CO)O
394,Fludarabine Base,C1=NC2=C(N1C3C(C(C(O3)CO)O)O)N=C(N=C2N)F
395,Antibiotic AY 22989,CC1CCC2CC(C(=CC=CC=CC(CC(C(=O)C(C(C(=CC(C(=O)CC(OC(=O)C3CCCCN3C(=O)C(=O)C1(O2)O)C(C)CC4CCC(C(C4)OC)O)C)C)O)OC)C)C)C)OC
396,41575-94-4,C1CC(C1)(C(=O)O)C(=O)O.[NH2-].[NH2-].[Pt+2]
397,CHEMBL277800,C1=NC2=C(N1C3C(C(C(O3)CO)O)F)N=C(N=C2N)Cl
398,122111-05-1,C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)(F)F.Cl
399,7803-88-5,COC1=NC(=NC2=C1N=CN2C3C(C(C(O3)CO)O)O)N
400,158798-73-3,CCCCCOC(=O)NC1=NC(=O)N(C=C1F)C2C(C(C(O2)C)O)O
401,NSC733504,CC1CCC2CC(C(=CC=CC=CC(CC(C(=O)C(C(C(=CC(C(=O)CC(OC(=O)C3CCCCN3C(=O)C(=O)C1(O2)O)C(C)CC4CCC(C(C4)OC)OCCO)C)C)O)OC)C)C)C)OC
402,Vinblastine sulfate,CCC1(CC2CC(C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)C78CCN9C7C(C=CC9)(C(C(C8N6C)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O.OS(=O)(=O)O
403,Antibiotic AD 32,CCCCC(=O)OCC(=O)C1(CC(C2=C(C3=C(C(=C2C1)O)C(=O)C4=C(C3=O)C(=CC=C4)OC)O)OC5CC(C(C(O5)C)O)NC(=O)C(F)(F)F)O
404,plicamycin,CC1C(C(CC(O1)OC2CC(OC(C2O)C)OC3=CC4=CC5=C(C(=O)C(C(C5)C(C(=O)C(C(C)O)O)OC)OC6CC(C(C(O6)C)O)OC7CC(C(C(O7)C)O)OC8CC(C(C(O8)C)O)(C)O)C(=C4C(=C3C)O)O)O)O
405,ADM hydrochloride,CC1C(C(CC(O1)OC2CC(CC3=C(C4=C(C(=C23)O)C(=O)C5=C(C4=O)C=CC=C5OC)O)(C(=O)CO)O)N)O.Cl
406,Zanosar,CN(C(=O)NC(C=O)C(C(C(CO)O)O)O)N=O
407,NSC-127716,C1C(C(OC1N2C=NC(=NC2=O)N)CO)O
408,Co-V,C1C(C(OC1N2C=NC3=C2NC=NCC3O)CO)O
409,Eloxatin (TN) (Sanofi Synthelab),C1CCC(C(C1)N)N.C(=O)(C(=O)[O-])[O-].[Pt+4]
410,Emcyt (Pharmacia),CC12CCC3C(C1CCC2OP(=O)(O)O)CCC4=C3C=CC(=C4)OC(=O)N(CCCl)CCCl.[Na+]
411,NSC256439,CC1C(C(CC(O1)OC2CC(CC3=C(C4=C(C(=C23)O)C(=O)C5=CC=CC=C5C4=O)O)(C(=O)C)O)N)O
412,NCGC00263270-01,C[C@@H]1CC[C@H]2[C@H]([C@H](O[C@H]3[C@@]24[C@@H]1CC[C@@](O3)(OO4)C)CC(=NOCC=C)[C@@H]5[C@H]([C@@H]6CC[C@H]([C@H]7[C@]68[C@H](O5)O[C@](CC7)(OO8)C)C)C)C
413,NSC707389,CC1CC2CCC3C(=C)CC(O3)CCC45CC6C(O4)C7C(O6)C(O5)C8C(O7)CCC(O8)CC(=O)CC9C(CC(C1=C)O2)OC(C9OC)CC(CN)O.CS(=O)(=O)O
414,bleomycin,CC1=C(N=C(N=C1N)C(CC(=O)N)NCC(C(=O)N)N)C(=O)NC(C(C2=CN=CN2)OC3C(C(C(C(O3)CO)O)O)OC4C(C(C(C(O4)CO)O)OC(=O)N)O)C(=O)NC(C)C(C(C)C(=O)NC(C(C)O)C(=O)NCCC5=NC(=CS5)C6=NC(=CS6)C(=O)NCCC[S+](C)C)O
415,cis-Platin,N.N.Cl[Pt+2]Cl
416,gossypol,CC1=C(C(=C2C(=C1)C(=C(C(=C2C=O)O)O)C(C)C)O)C3=C(C=C4C(=C3O)C(=C(C(=C4C(C)C)O)O)C=O)C
417,Gossypol acetic acid,CC1=C(C(=C2C(=C1)C(=C(C(=C2C=O)O)O)C(C)C)O)C3=C(C=C4C(=C3O)C(=C(C(=C4C(C)C)O)O)C=O)C.CC(=O)O
418,Silybin,COC1=C(C=CC(=C1)C2C(OC3=C(O2)C=C(C=C3)C4C(C(=O)C5=C(C=C(C=C5O4)O)O)O)CO)O
419,silibinin,COC1=C(C=CC(=C1)C2C(OC3=C(O2)C=C(C=C3)C4C(C(=O)C5=C(C=C(C=C5O4)O)O)O)CO)O
420,Ranolazine dihydrochloride,CC1=C(C(=CC=C1)C)NC(=O)CN2CCN(CC2)CC(COC3=CC=CC=C3OC)O.Cl.Cl
421,cyclosporin A,CCC1C(=O)N(CC(=O)N(C(C(=O)NC(C(=O)N(C(C(=O)NC(C(=O)NC(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N1)C(C(C)CC=CC)O)C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)CC(C)C)C)C(C)C)CC(C)C)C)C
422,cyclosporine,CCC1C(=O)N(CC(=O)N(C(C(=O)NC(C(=O)N(C(C(=O)NC(C(=O)NC(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N1)C(C(C)CC=CC)O)C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)CC(C)C)C)C(C)C)CC(C)C)C)C
423,Arry-380,CC1=C(C=CC(=C1)NC2=NC=NC3=C2C=C(C=C3)C4=CC=C(O4)CNCCS(=O)(=O)C)OC5=CC6=NC=NN6C=C5
424,N-[(E)-1-(2-pyridyl)ethylideneamino]azetidine-1-carbothioamide,CC(=NNC(=S)N1CCC1)C2=CC=CC=N2
425,5-hydroxytryptophan,C1=CC2=C(C=C1O)C(=CN2)CC(C(=O)O)N
426,benzoic acid,C1=CC=C(C=C1)C(=O)O
427,Bioepiderm,C1C2C(C(S1)CCCCC(=O)O)NC(=O)N2
428,coumarin,C1=CC=C2C(=C1)C=CC(=O)O2
429,bupropion,CC(C(=O)C1=CC(=CC=C1)Cl)NC(C)(C)C
430,6-aminohexanoic acid,C(CCC(=O)O)CCN
431,Melatonin,CC(=O)NCCC1=CNC2=C1C=C(C=C2)OC
432,acetanilide,CC(=O)NC1=CC=CC=C1
433,naringenin,C1C(OC2=CC(=CC(=C2C1=O)O)O)C3=CC=C(C=C3)O
434,nicotinamide,C1=CC(=CN=C1)C(=O)N
435,nicotinic acid,C1=CC(=CN=C1)C(=O)O
436,Orotic acid,C1=C(NC(=O)NC1=O)C(=O)O
437,uracil,C1=CNC(=O)NC1=O
438,vanillin,COC1=C(C=CC(=C1)C=O)O
439,172889-26-8,CC1=CC=C(C=C1)C2=NN(C3=C2C(=NC=N3)N)C(C)(C)C
440,219580-11-7,CCN(CC)CCCCNC1=NC2=NC(=C(C=C2C=N1)C3=CC(=CC(=C3)OC)OC)NC(=O)NC(C)(C)C
441,3-aminobenzamide,C1=CC(=CC(=C1)N)C(=O)N
442,3-methyladenine,CN1C=NC(=C2C1=NC=N2)N; CN1C=NC(=N)C2=C1N=CN2
443,4-Chloro-3-methylphenol,CC1=C(C=CC(=C1)O)Cl
444,phenytoin,C1=CC=C(C=C1)C2(C(=O)NC(=O)N2)C3=CC=CC=C3
